"SiteID","path","Step1","Step2","Step3","Step4","Step5","Step6","Step7","Step8","Step9","Step10","Step11"
"S2O","GRA.Salmon.Lemhi.LLR.S2O","GRA","Salmon","Lemhi","LLR","S2O","","","","","",""
"WITHGC","GRA.Salmon.Lemhi.LLR.WITHGC","GRA","Salmon","Lemhi","LLR","WITHGC","","","","","",""
"BHC","GRA.Salmon.Lemhi.LLR.BHC","GRA","Salmon","Lemhi","LLR","BHC","","","","","",""
"BOHANC","GRA.Salmon.Lemhi.LLR.BHC.BOHANC","GRA","Salmon","Lemhi","LLR","BHC","BOHANC","","","","",""
"BOHEFC","GRA.Salmon.Lemhi.LLR.BHC.BOHEFC","GRA","Salmon","Lemhi","LLR","BHC","BOHEFC","","","","",""
"WPC","GRA.Salmon.Lemhi.LLR.WPC","GRA","Salmon","Lemhi","LLR","WPC","","","","","",""
"WIMPYC","GRA.Salmon.Lemhi.LLR.WPC.WIMPYC","GRA","Salmon","Lemhi","LLR","WPC","WIMPYC","","","","",""
"KEN","GRA.Salmon.Lemhi.LLR.KEN","GRA","Salmon","Lemhi","LLR","KEN","","","","","",""
"KENYC","GRA.Salmon.Lemhi.LLR.KEN.KENYC","GRA","Salmon","Lemhi","LLR","KEN","KENYC","","","","",""
"AGC","GRA.Salmon.Lemhi.LLR.AGC","GRA","Salmon","Lemhi","LLR","AGC","","","","","",""
"AGNCYC","GRA.Salmon.Lemhi.LLR.AGC.AGNCYC","GRA","Salmon","Lemhi","LLR","AGC","AGNCYC","","","","",""
"COW2C","GRA.Salmon.Lemhi.LLR.AGC.COW2C","GRA","Salmon","Lemhi","LLR","AGC","COW2C","","","","",""
"FLUMEC","GRA.Salmon.Lemhi.LLR.AGC.FLUMEC","GRA","Salmon","Lemhi","LLR","AGC","FLUMEC","","","","",""
"HYC","GRA.Salmon.Lemhi.LLR.HYC","GRA","Salmon","Lemhi","LLR","HYC","","","","","",""
"BASINC","GRA.Salmon.Lemhi.LLR.HYC.BASINC","GRA","Salmon","Lemhi","LLR","HYC","BASINC","","","","",""
"BUCK4C","GRA.Salmon.Lemhi.LLR.HYC.BUCK4C","GRA","Salmon","Lemhi","LLR","HYC","BUCK4C","","","","",""
"BVAL2C","GRA.Salmon.Lemhi.LLR.HYC.BVAL2C","GRA","Salmon","Lemhi","LLR","HYC","BVAL2C","","","","",""
"HAYDEF","GRA.Salmon.Lemhi.LLR.HYC.HAYDEF","GRA","Salmon","Lemhi","LLR","HYC","HAYDEF","","","","",""
"HAYDNC","GRA.Salmon.Lemhi.LLR.HYC.HAYDNC","GRA","Salmon","Lemhi","LLR","HYC","HAYDNC","","","","",""
"HYDTRP","GRA.Salmon.Lemhi.LLR.HYC.HYDTRP","GRA","Salmon","Lemhi","LLR","HYC","HYDTRP","","","","",""
"TRAILC","GRA.Salmon.Lemhi.LLR.HYC.TRAILC","GRA","Salmon","Lemhi","LLR","HYC","TRAILC","","","","",""
"WRIGTC","GRA.Salmon.Lemhi.LLR.HYC.WRIGTC","GRA","Salmon","Lemhi","LLR","HYC","WRIGTC","","","","",""
"LRW","GRA.Salmon.Lemhi.LLR.LRW","GRA","Salmon","Lemhi","LLR","LRW","","","","","",""
"BIGB2C","GRA.Salmon.Lemhi.LLR.LRW.BIGB2C","GRA","Salmon","Lemhi","LLR","LRW","BIGB2C","","","","",""
"DEERC","GRA.Salmon.Lemhi.LLR.LRW.DEERC","GRA","Salmon","Lemhi","LLR","LRW","DEERC","","","","",""
"LEMHIW","GRA.Salmon.Lemhi.LLR.LRW.LEMHIW","GRA","Salmon","Lemhi","LLR","LRW","LEMHIW","","","","",""
"LEMTRP","GRA.Salmon.Lemhi.LLR.LRW.LEMTRP","GRA","Salmon","Lemhi","LLR","LRW","LEMTRP","","","","",""
"LIT8MC","GRA.Salmon.Lemhi.LLR.LRW.LIT8MC","GRA","Salmon","Lemhi","LLR","LRW","LIT8MC","","","","",""
"MILL5C","GRA.Salmon.Lemhi.LLR.LRW.MILL5C","GRA","Salmon","Lemhi","LLR","LRW","MILL5C","","","","",""
"QKASPC","GRA.Salmon.Lemhi.LLR.LRW.QKASPC","GRA","Salmon","Lemhi","LLR","LRW","QKASPC","","","","",""
"RESVRC","GRA.Salmon.Lemhi.LLR.LRW.RESVRC","GRA","Salmon","Lemhi","LLR","LRW","RESVRC","","","","",""
"YRIANC","GRA.Salmon.Lemhi.LLR.LRW.YRIANC","GRA","Salmon","Lemhi","LLR","LRW","YRIANC","","","","",""
"LLS","GRA.Salmon.Lemhi.LLR.LRW.LLS","GRA","Salmon","Lemhi","LLR","LRW","LLS","","","","",""
"LLSPRC","GRA.Salmon.Lemhi.LLR.LRW.LLS.LLSPRC","GRA","Salmon","Lemhi","LLR","LRW","LLS","LLSPRC","","","",""
"LB8","GRA.Salmon.Lemhi.LLR.LRW.LB8","GRA","Salmon","Lemhi","LLR","LRW","LB8","","","","",""
"BIG8MC","GRA.Salmon.Lemhi.LLR.LRW.LB8.BIG8MC","GRA","Salmon","Lemhi","LLR","LRW","LB8","BIG8MC","","","",""
"LBS","GRA.Salmon.Lemhi.LLR.LRW.LBS","GRA","Salmon","Lemhi","LLR","LRW","LBS","","","","",""
"BIGSPC","GRA.Salmon.Lemhi.LLR.LRW.LBS.BIGSPC","GRA","Salmon","Lemhi","LLR","LRW","LBS","BIGSPC","","","",""
"LCL","GRA.Salmon.Lemhi.LLR.LRW.LCL","GRA","Salmon","Lemhi","LLR","LRW","LCL","","","","",""
"LEEC","GRA.Salmon.Lemhi.LLR.LRW.LCL.LEEC","GRA","Salmon","Lemhi","LLR","LRW","LCL","LEEC","","","",""
"BTC","GRA.Salmon.Lemhi.LLR.LRW.BTC","GRA","Salmon","Lemhi","LLR","LRW","BTC","","","","",""
"BTL","GRA.Salmon.Lemhi.LLR.LRW.BTC.BTL","GRA","Salmon","Lemhi","LLR","LRW","BTC","BTL","","","",""
"BTIMBC","GRA.Salmon.Lemhi.LLR.LRW.BTC.BTL.BTIMBC","GRA","Salmon","Lemhi","LLR","LRW","BTC","BTL","BTIMBC","","",""
"BTM","GRA.Salmon.Lemhi.LLR.LRW.BTC.BTL.BTM","GRA","Salmon","Lemhi","LLR","LRW","BTC","BTL","BTM","","",""
"LTIMBC","GRA.Salmon.Lemhi.LLR.LRW.BTC.BTL.BTM.LTIMBC","GRA","Salmon","Lemhi","LLR","LRW","BTC","BTL","BTM","LTIMBC","",""
"BTU","GRA.Salmon.Lemhi.LLR.LRW.BTC.BTL.BTM.BTU","GRA","Salmon","Lemhi","LLR","LRW","BTC","BTL","BTM","BTU","",""
"BASN2C","GRA.Salmon.Lemhi.LLR.LRW.BTC.BTL.BTM.BTU.BASN2C","GRA","Salmon","Lemhi","LLR","LRW","BTC","BTL","BTM","BTU","BASN2C",""
"CAC","GRA.Salmon.Lemhi.LLR.LRW.CAC","GRA","Salmon","Lemhi","LLR","LRW","CAC","","","","",""
"CANY2C","GRA.Salmon.Lemhi.LLR.LRW.CAC.CANY2C","GRA","Salmon","Lemhi","LLR","LRW","CAC","CANY2C","","","",""
"CRUIKS","GRA.Salmon.Lemhi.LLR.LRW.CAC.CRUIKS","GRA","Salmon","Lemhi","LLR","LRW","CAC","CRUIKS","","","",""
"WILDCC","GRA.Salmon.Lemhi.LLR.LRW.CAC.WILDCC","GRA","Salmon","Lemhi","LLR","LRW","CAC","WILDCC","","","",""
"HEC","GRA.Salmon.Lemhi.LLR.LRW.HEC","GRA","Salmon","Lemhi","LLR","LRW","HEC","","","","",""
"HAWLYC","GRA.Salmon.Lemhi.LLR.LRW.HEC.HAWLYC","GRA","Salmon","Lemhi","LLR","LRW","HEC","HAWLYC","","","",""
"18M","GRA.Salmon.Lemhi.LLR.LRW.18M","GRA","Salmon","Lemhi","LLR","LRW","18M","","","","",""
"18MILC","GRA.Salmon.Lemhi.LLR.LRW.18M.18MILC","GRA","Salmon","Lemhi","LLR","LRW","18M","18MILC","","","",""
"TEXASC","GRA.Salmon.Lemhi.LLR.LRW.18M.TEXASC","GRA","Salmon","Lemhi","LLR","LRW","18M","TEXASC","","","",""
"USE","GRA.Salmon.Upper_Salmon.USE","GRA","Salmon","Upper_Salmon","USE","","","","","","",""
"USI","GRA.Salmon.Upper_Salmon.USE.USI","GRA","Salmon","Upper_Salmon","USE","USI","","","","","",""
"CHALLC","GRA.Salmon.Upper_Salmon.USE.USI.CHALLC","GRA","Salmon","Upper_Salmon","USE","USI","CHALLC","","","","",""
"ELK3C","GRA.Salmon.Upper_Salmon.USE.USI.ELK3C","GRA","Salmon","Upper_Salmon","USE","USI","ELK3C","","","","",""
"HERDC","GRA.Salmon.Upper_Salmon.USE.USI.HERDC","GRA","Salmon","Upper_Salmon","USE","USI","HERDC","","","","",""
"IRONC","GRA.Salmon.Upper_Salmon.USE.USI.IRONC","GRA","Salmon","Upper_Salmon","USE","USI","IRONC","","","","",""
"POISNC","GRA.Salmon.Upper_Salmon.USE.USI.POISNC","GRA","Salmon","Upper_Salmon","USE","USI","POISNC","","","","",""
"REDFL","GRA.Salmon.Upper_Salmon.USE.USI.REDFL","GRA","Salmon","Upper_Salmon","USE","USI","REDFL","","","","",""
"REDFLC","GRA.Salmon.Upper_Salmon.USE.USI.REDFLC","GRA","Salmon","Upper_Salmon","USE","USI","REDFLC","","","","",""
"RFL","GRA.Salmon.Upper_Salmon.USE.USI.RFL","GRA","Salmon","Upper_Salmon","USE","USI","RFL","","","","",""
"RLCTRP","GRA.Salmon.Upper_Salmon.USE.USI.RLCTRP","GRA","Salmon","Upper_Salmon","USE","USI","RLCTRP","","","","",""
"SALR4","GRA.Salmon.Upper_Salmon.USE.USI.SALR4","GRA","Salmon","Upper_Salmon","USE","USI","SALR4","","","","",""
"SLAT2C","GRA.Salmon.Upper_Salmon.USE.USI.SLAT2C","GRA","Salmon","Upper_Salmon","USE","USI","SLAT2C","","","","",""
"SQAW2C","GRA.Salmon.Upper_Salmon.USE.USI.SQAW2C","GRA","Salmon","Upper_Salmon","USE","USI","SQAW2C","","","","",""
"SQUAWP","GRA.Salmon.Upper_Salmon.USE.USI.SQUAWP","GRA","Salmon","Upper_Salmon","USE","USI","SQUAWP","","","","",""
"STANLC","GRA.Salmon.Upper_Salmon.USE.USI.STANLC","GRA","Salmon","Upper_Salmon","USE","USI","STANLC","","","","",""
"PAHSIW","GRA.Salmon.Upper_Salmon.USE.USI.PAHSIW","GRA","Salmon","Upper_Salmon","USE","USI","PAHSIW","","","","",""
"PAHH","GRA.Salmon.Upper_Salmon.USE.USI.PAHSIW.PAHH","GRA","Salmon","Upper_Salmon","USE","USI","PAHSIW","PAHH","","","",""
"PAHP","GRA.Salmon.Upper_Salmon.USE.USI.PAHSIW.PAHP","GRA","Salmon","Upper_Salmon","USE","USI","PAHSIW","PAHP","","","",""
"PAHTRP","GRA.Salmon.Upper_Salmon.USE.USI.PAHSIW.PAHTRP","GRA","Salmon","Upper_Salmon","USE","USI","PAHSIW","PAHTRP","","","",""
"SALEFT","GRA.Salmon.Upper_Salmon.USE.USI.SALEFT","GRA","Salmon","Upper_Salmon","USE","USI","SALEFT","","","","",""
"SALEFW","GRA.Salmon.Upper_Salmon.USE.USI.SALEFT.SALEFW","GRA","Salmon","Upper_Salmon","USE","USI","SALEFT","SALEFW","","","",""
"YFK","GRA.Salmon.Upper_Salmon.USE.USI.YFK","GRA","Salmon","Upper_Salmon","USE","USI","YFK","","","","",""
"YANKFK","GRA.Salmon.Upper_Salmon.USE.USI.YFK.YANKFK","GRA","Salmon","Upper_Salmon","USE","USI","YFK","YANKFK","","","",""
"CEY","GRA.Salmon.Upper_Salmon.USE.USI.YFK.CEY","GRA","Salmon","Upper_Salmon","USE","USI","YFK","CEY","","","",""
"BASN3C","GRA.Salmon.Upper_Salmon.USE.USI.YFK.BASN3C","GRA","Salmon","Upper_Salmon","USE","USI","YFK","BASN3C","","","",""
"STANLE","GRA.Salmon.Upper_Salmon.USE.USI.YFK.STANLE","GRA","Salmon","Upper_Salmon","USE","USI","YFK","STANLE","","","",""
"YANKWF","GRA.Salmon.Upper_Salmon.USE.USI.YFK.YANKWF","GRA","Salmon","Upper_Salmon","USE","USI","YFK","YANKWF","","","",""
"VC2","GRA.Salmon.Upper_Salmon.USE.USI.VC2","GRA","Salmon","Upper_Salmon","USE","USI","VC2","","","","",""
"VC1","GRA.Salmon.Upper_Salmon.USE.USI.VC2.VC1","GRA","Salmon","Upper_Salmon","USE","USI","VC2","VC1","","","",""
"VALEYC","GRA.Salmon.Upper_Salmon.USE.USI.VC2.VALEYC","GRA","Salmon","Upper_Salmon","USE","USI","VC2","VALEYC","","","",""
"STL","GRA.Salmon.Upper_Salmon.USE.USI.STL","GRA","Salmon","Upper_Salmon","USE","USI","STL","","","","",""
"SAWT","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","","","",""
"4JULYC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.4JULYC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","4JULYC","","",""
"ALTULC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.ALTULC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","ALTULC","","",""
"ALTURL","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.ALTURL","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","ALTURL","","",""
"BEAVEC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.BEAVEC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","BEAVEC","","",""
"CHAMPC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.CHAMPC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","CHAMPC","","",""
"DECKEC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.DECKEC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","DECKEC","","",""
"FISHEC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.FISHEC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","FISHEC","","",""
"FRENCC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.FRENCC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","FRENCC","","",""
"GOLDC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.GOLDC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","GOLDC","","",""
"HELLRC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.HELLRC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","HELLRC","","",""
"HUCKLC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.HUCKLC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","HUCKLC","","",""
"PETTL","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.PETTL","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","PETTL","","",""
"PETTLC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.PETTLC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","PETTLC","","",""
"POLEC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.POLEC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","POLEC","","",""
"SAWTRP","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.SAWTRP","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","SAWTRP","","",""
"SMILEC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.SMILEC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","SMILEC","","",""
"VATC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.VATC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","VATC","","",""
"WILLIC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.WILLIC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","WILLIC","","",""
"YELLLC","GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.YELLLC","GRA","Salmon","Upper_Salmon","USE","USI","STL","SAWT","YELLLC","","",""
"4JUL2C","GRA.Salmon.Salmon_Other.4JUL2C","GRA","Salmon","Salmon_Other","4JUL2C","","","","","","",""
"BARGAC","GRA.Salmon.Salmon_Other.BARGAC","GRA","Salmon","Salmon_Other","BARGAC","","","","","","",""
"BIGMAC","GRA.Salmon.Salmon_Other.BIGMAC","GRA","Salmon","Salmon_Other","BIGMAC","","","","","","",""
"BOUL2C","GRA.Salmon.Salmon_Other.BOUL2C","GRA","Salmon","Salmon_Other","BOUL2C","","","","","","",""
"CHAMBC","GRA.Salmon.Salmon_Other.CHAMBC","GRA","Salmon","Salmon_Other","CHAMBC","","","","","","",""
"CHAMWF","GRA.Salmon.Salmon_Other.CHAMWF","GRA","Salmon","Salmon_Other","CHAMWF","","","","","","",""
"CROOC","GRA.Salmon.Salmon_Other.CROOC","GRA","Salmon","Salmon_Other","CROOC","","","","","","",""
"FLOSSC","GRA.Salmon.Salmon_Other.FLOSSC","GRA","Salmon","Salmon_Other","FLOSSC","","","","","","",""
"FRENCH","GRA.Salmon.Salmon_Other.FRENCH","GRA","Salmon","Salmon_Other","FRENCH","","","","","","",""
"HARDC","GRA.Salmon.Salmon_Other.HARDC","GRA","Salmon","Salmon_Other","HARDC","","","","","","",""
"HAZARC","GRA.Salmon.Salmon_Other.HAZARC","GRA","Salmon","Salmon_Other","HAZARC","","","","","","",""
"HORSEC","GRA.Salmon.Salmon_Other.HORSEC","GRA","Salmon","Salmon_Other","HORSEC","","","","","","",""
"JERSEC","GRA.Salmon.Salmon_Other.JERSEC","GRA","Salmon","Salmon_Other","JERSEC","","","","","","",""
"LSALR","GRA.Salmon.Salmon_Other.LSALR","GRA","Salmon","Salmon_Other","LSALR","","","","","","",""
"MOOSEC","GRA.Salmon.Salmon_Other.MOOSEC","GRA","Salmon","Salmon_Other","MOOSEC","","","","","","",""
"NFSTRP","GRA.Salmon.Salmon_Other.NFSTRP","GRA","Salmon","Salmon_Other","NFSTRP","","","","","","",""
"PAHSIR","GRA.Salmon.Salmon_Other.PAHSIR","GRA","Salmon","Salmon_Other","PAHSIR","","","","","","",""
"PARTRC","GRA.Salmon.Salmon_Other.PARTRC","GRA","Salmon","Salmon_Other","PARTRC","","","","","","",""
"RAPIDR","GRA.Salmon.Salmon_Other.RAPIDR","GRA","Salmon","Salmon_Other","RAPIDR","","","","","","",""
"SABEC","GRA.Salmon.Salmon_Other.SABEC","GRA","Salmon","Salmon_Other","SABEC","","","","","","",""
"SAJ","GRA.Salmon.Salmon_Other.SAJ","GRA","Salmon","Salmon_Other","SAJ","","","","","","",""
"SALR1","GRA.Salmon.Salmon_Other.SALR1","GRA","Salmon","Salmon_Other","SALR1","","","","","","",""
"SALR2","GRA.Salmon.Salmon_Other.SALR2","GRA","Salmon","Salmon_Other","SALR2","","","","","","",""
"SALR3","GRA.Salmon.Salmon_Other.SALR3","GRA","Salmon","Salmon_Other","SALR3","","","","","","",""
"SALREF","GRA.Salmon.Salmon_Other.SALREF","GRA","Salmon","Salmon_Other","SALREF","","","","","","",""
"SALTRP","GRA.Salmon.Salmon_Other.SALTRP","GRA","Salmon","Salmon_Other","SALTRP","","","","","","",""
"SHEEPC","GRA.Salmon.Salmon_Other.SHEEPC","GRA","Salmon","Salmon_Other","SHEEPC","","","","","","",""
"SLATEC","GRA.Salmon.Salmon_Other.SLATEC","GRA","Salmon","Salmon_Other","SLATEC","","","","","","",""
"TOWERC","GRA.Salmon.Salmon_Other.TOWERC","GRA","Salmon","Salmon_Other","TOWERC","","","","","","",""
"WBIRDC","GRA.Salmon.Salmon_Other.WBIRDC","GRA","Salmon","Salmon_Other","WBIRDC","","","","","","",""
"WINDR","GRA.Salmon.Salmon_Other.WINDR","GRA","Salmon","Salmon_Other","WINDR","","","","","","",""
"ACM","GRA.Snake.Asotin.ACM","GRA","Snake","Asotin","ACM","","","","","","",""
"GEORGC","GRA.Snake.Asotin.ACM.GEORGC","GRA","Snake","Asotin","ACM","GEORGC","","","","","",""
"ASOTIC","GRA.Snake.Asotin.ACM.ASOTIC","GRA","Snake","Asotin","ACM","ASOTIC","","","","","",""
"ACB","GRA.Snake.Asotin.ACM.ASOTIC.ACB","GRA","Snake","Asotin","ACM","ASOTIC","ACB","","","","",""
"AFC","GRA.Snake.Asotin.ACM.ASOTIC.ACB.AFC","GRA","Snake","Asotin","ACM","ASOTIC","ACB","AFC","","","",""
"ASOTNF","GRA.Snake.Asotin.ACM.ASOTIC.ACB.AFC.ASOTNF","GRA","Snake","Asotin","ACM","ASOTIC","ACB","AFC","ASOTNF","","",""
"ASOTSF","GRA.Snake.Asotin.ACM.ASOTIC.ACB.AFC.ASOTSF","GRA","Snake","Asotin","ACM","ASOTIC","ACB","AFC","ASOTSF","","",""
"CCA","GRA.Snake.Asotin.ACM.ASOTIC.ACB.CCA","GRA","Snake","Asotin","ACM","ASOTIC","ACB","CCA","","","",""
"CHARLC","GRA.Snake.Asotin.ACM.ASOTIC.ACB.CCA.CHARLC","GRA","Snake","Asotin","ACM","ASOTIC","ACB","CCA","CHARLC","","",""
"ALPOWC","GRA.Snake.Alpowa.ALPOWC","GRA","Snake","Alpowa","ALPOWC","","","","","","",""
"TENMC2","GRA.Snake.TenMileCreek.TENMC2","GRA","Snake","TenMileCreek","TENMC2","","","","","","",""
"CATHEC","GRA.Snake.Snake_Other.CATHEC","GRA","Snake","Snake_Other","CATHEC","","","","","","",""
"CJRAP","GRA.Snake.Snake_Other.CJRAP","GRA","Snake","Snake_Other","CJRAP","","","","","","",""
"COTP","GRA.Snake.Snake_Other.COTP","GRA","Snake","Snake_Other","COTP","","","","","","",""
"COUGRC","GRA.Snake.Snake_Other.COUGRC","GRA","Snake","Snake_Other","COUGRC","","","","","","",""
"CTWD3C","GRA.Snake.Snake_Other.CTWD3C","GRA","Snake","Snake_Other","CTWD3C","","","","","","",""
"GRAND1","GRA.Snake.Snake_Other.GRAND1","GRA","Snake","Snake_Other","GRAND1","","","","","","",""
"GRAND2","GRA.Snake.Snake_Other.GRAND2","GRA","Snake","Snake_Other","GRAND2","","","","","","",""
"GRNTRP","GRA.Snake.Snake_Other.GRNTRP","GRA","Snake","Snake_Other","GRNTRP","","","","","","",""
"HCD","GRA.Snake.Snake_Other.HCD","GRA","Snake","Snake_Other","HCD","","","","","","",""
"HCDTAL","GRA.Snake.Snake_Other.HCDTAL","GRA","Snake","Snake_Other","HCDTAL","","","","","","",""
"IMJ","GRA.Snake.Snake_Other.IMJ","GRA","Snake","Snake_Other","IMJ","","","","","","",""
"IMNAHR","GRA.Snake.Snake_Other.IMNAHR","GRA","Snake","Snake_Other","IMNAHR","","","","","","",""
"IMNTRP","GRA.Snake.Snake_Other.IMNTRP","GRA","Snake","Snake_Other","IMNTRP","","","","","","",""
"OXBO","GRA.Snake.Snake_Other.OXBO","GRA","Snake","Snake_Other","OXBO","","","","","","",""
"PLAP","GRA.Snake.Snake_Other.PLAP","GRA","Snake","Snake_Other","PLAP","","","","","","",""
"SNAKE3","GRA.Snake.Snake_Other.SNAKE3","GRA","Snake","Snake_Other","SNAKE3","","","","","","",""
"SNAKE4","GRA.Snake.Snake_Other.SNAKE4","GRA","Snake","Snake_Other","SNAKE4","","","","","","",""
"SNJ","GRA.Snake.Snake_Other.SNJ","GRA","Snake","Snake_Other","SNJ","","","","","","",""
"SNKTRP","GRA.Snake.Snake_Other.SNKTRP","GRA","Snake","Snake_Other","SNKTRP","","","","","","",""
"WALLOR","GRA.Snake.Snake_Other.WALLOR","GRA","Snake","Snake_Other","WALLOR","","","","","","",""
